"file","line","klass","before","after","note"
"core/MMBasic.c","6175","is-array-test","g_vartbl[hashcurrent].dims[0] != 0","DimIsAllocated(RAW_DIM(g_vartbl[hashcurrent], 0))","ClearVars local-level pass (STRUCTENABLED, MMHeap range): owns heap memory that must be freed."
"core/MMBasic.c","6177","is-array-test","g_vartbl[hashcurrent].dims[0] != 0","DimIsAllocated(RAW_DIM(g_vartbl[hashcurrent], 0))","Same test, non-STRUCTENABLED variant of the MMHeap free."
"core/MMBasic.c","6185","is-array-test","g_vartbl[hashcurrent].dims[0] != 0","DimIsAllocated(RAW_DIM(g_vartbl[hashcurrent], 0))","Same test, rp2350 PSRAM range, STRUCTENABLED variant."
"core/MMBasic.c","6187","is-array-test","g_vartbl[hashcurrent].dims[0] != 0","DimIsAllocated(RAW_DIM(g_vartbl[hashcurrent], 0))","Same test, rp2350 PSRAM range, non-STRUCTENABLED variant."
"core/MMBasic.c","6212","is-array-test","g_vartbl[i].dims[0] != 0","DimIsAllocated(RAW_DIM(g_vartbl[i], 0))","ClearVars full-table pass (STRUCTENABLED, MMHeap): owns heap memory."
"core/MMBasic.c","6214","is-array-test","g_vartbl[i].dims[0] != 0","DimIsAllocated(RAW_DIM(g_vartbl[i], 0))","Same, non-STRUCTENABLED variant."
"core/MMBasic.c","6226","is-array-test","g_vartbl[i].dims[0] != 0","DimIsAllocated(RAW_DIM(g_vartbl[i], 0))","Same, rp2350 PSRAM 'all' pass, STRUCTENABLED variant."
"core/MMBasic.c","6228","is-array-test","g_vartbl[i].dims[0] != 0","DimIsAllocated(RAW_DIM(g_vartbl[i], 0))","Same, rp2350 PSRAM 'all' pass, non-STRUCTENABLED variant."
"core/MMBasic.c","6338","is-array-test","g_vartbl[j].dims[0] != 0","DimIsAllocated(RAW_DIM(g_vartbl[j], 0))","ERASE of a named global: owns heap/PSRAM memory that may need freeing."
"core/MMBasic.c","6340","is-array-test","g_vartbl[j].dims[0] != 0","DimIsAllocated(RAW_DIM(g_vartbl[j], 0))","Same, non-STRUCTENABLED variant."
"core/MMBasic.c","6376","assignment","g_vartbl[j].dims[0] = 0;","RAW_DIM(g_vartbl[j], 0) = 0;","ERASE clears the array marker on the freed slot."
"core/MMBasic.c","6616","scalar-test","g_vartbl[g_VarIndex].dims[0] == 0","DimIsScalar(RAW_DIM(g_vartbl[g_VarIndex], 0))","GetCommsTxData: accept a string variable only when it is a plain scalar string, not a string array."
"core/MMBasic.c","6617","rank-scan","g_vartbl[g_VarIndex].dims[1] == 0","DimIsEnd(RAW_DIM(g_vartbl[g_VarIndex], 1))","Same condition: and it must be one-dimensional (no second dimension present)."
"core/MMBasic.c","6617","is-array-test","g_vartbl[g_VarIndex].dims[0] > 0","DimIsRealArray(RAW_DIM(g_vartbl[g_VarIndex], 0))","GetCommsTxData: the numeric argument must be a real array (excludes the -1 empty-parameter encoding)."
"core/MMBasic.c","6645","element-count","(g_vartbl[g_VarIndex].dims[0] + 1 - g_OptionBase)","DimElements(RAW_DIM(g_vartbl[g_VarIndex], 0))","GetCommsTxData float array: offset + len must fit the element count of the (1-D) array."
"core/MMBasic.c","6652","element-count","(g_vartbl[g_VarIndex].dims[0] + 1 - g_OptionBase)","DimElements(RAW_DIM(g_vartbl[g_VarIndex], 0))","Same bound check for the integer-array transmit path."
"core/MMBasic.c","6700","is-array-test","g_vartbl[g_VarIndex].dims[0] != 0","DimIsAllocated(RAW_DIM(g_vartbl[g_VarIndex], 0))","GetCommsRxDest string destination: reject anything with dimensions (a string array or an array parameter)."
"core/MMBasic.c","6708","rank-scan","g_vartbl[g_VarIndex].dims[1] != 0","!DimIsEnd(RAW_DIM(g_vartbl[g_VarIndex], 1))","GetCommsRxDest float destination: reject a second dimension, ie only 1-D arrays are accepted."
"core/MMBasic.c","6712","element-count","(g_vartbl[g_VarIndex].dims[0] + 1 - g_OptionBase)","DimElements(RAW_DIM(g_vartbl[g_VarIndex], 0))","Whole-float-array receive: offset + len must fit the element count."
"core/MMBasic.c","6725","rank-scan","g_vartbl[g_VarIndex].dims[1] != 0","!DimIsEnd(RAW_DIM(g_vartbl[g_VarIndex], 1))","GetCommsRxDest integer destination: reject a second dimension."
"core/MMBasic.c","6729","element-count","(g_vartbl[g_VarIndex].dims[0] + 1 - g_OptionBase)","DimElements(RAW_DIM(g_vartbl[g_VarIndex], 0))","Whole-integer-array receive: offset + len must fit the element count."
"core/MMtrace.c","560","is-array-test","g_vartbl[i].dims[0] != 0","DimIsAllocated(RAW_DIM(g_vartbl[i], 0))","resolve_scalar LOCAL pass: reject the candidate if it is an array (scalar opcodes only)."
"core/MMtrace.c","594","is-array-test","g_vartbl[i].dims[0] != 0","DimIsAllocated(RAW_DIM(g_vartbl[i], 0))","resolve_scalar GLOBAL pass: same array rejection."
"core/MMtrace.c","669","scalar-test","g_vartbl[i].dims[0] == 0","DimIsScalar(RAW_DIM(g_vartbl[i], 0))","resolve_array_nd LOCAL pass: reject a non-array (must be 1-D or 2-D)."
"core/MMtrace.c","672","rank-scan","g_vartbl[i].dims[1] != 0","!DimIsEnd(RAW_DIM(g_vartbl[i], 1))","resolve_array_nd LOCAL: a second dimension exists -> ndim 2. MAXDIM>1 short-circuit kept ahead of it."
"core/MMtrace.c","674","rank-scan","g_vartbl[i].dims[2] != 0","!DimIsEnd(RAW_DIM(g_vartbl[i], 2))","resolve_array_nd LOCAL: a third dimension exists -> unsupported, bail out."
"core/MMtrace.c","715","scalar-test","g_vartbl[i].dims[0] == 0","DimIsScalar(RAW_DIM(g_vartbl[i], 0))","resolve_array_nd GLOBAL pass: reject a non-array."
"core/MMtrace.c","718","rank-scan","g_vartbl[i].dims[1] != 0","!DimIsEnd(RAW_DIM(g_vartbl[i], 1))","resolve_array_nd GLOBAL: second dimension present -> ndim 2."
"core/MMtrace.c","720","rank-scan","g_vartbl[i].dims[2] != 0","!DimIsEnd(RAW_DIM(g_vartbl[i], 2))","resolve_array_nd GLOBAL: third dimension present -> unsupported."
"core/MMtrace.c","783","is-array-test","g_vartbl[i].dims[0] != 0","DimIsAllocated(RAW_DIM(g_vartbl[i], 0))","resolve_str_scalar LOCAL pass: must be a plain string scalar, reject arrays."
"core/MMtrace.c","805","is-array-test","g_vartbl[i].dims[0] != 0","DimIsAllocated(RAW_DIM(g_vartbl[i], 0))","resolve_str_scalar GLOBAL pass: same array rejection."
"core/MMtrace.c","905","is-array-test","g_vartbl[found].dims[0] != 0","DimIsAllocated(RAW_DIM(g_vartbl[found], 0))","re_resolve_locals, string LVAR ops: re-resolved variable must still be a string scalar, not an array."
"core/MMtrace.c","920","scalar-test","g_vartbl[found].dims[0] == 0","DimIsScalar(RAW_DIM(g_vartbl[found], 0))","re_resolve_locals, array ops: re-resolved variable must still be an array."
"core/MMtrace.c","924","rank-scan","g_vartbl[found].dims[1] != 0","!DimIsEnd(RAW_DIM(g_vartbl[found], 1))","re_resolve_locals: compiled for 1-D, so a second dimension now means the shape changed -> reject."
"core/MMtrace.c","929","rank-scan","g_vartbl[found].dims[1] == 0","DimIsEnd(RAW_DIM(g_vartbl[found], 1))","re_resolve_locals: compiled for 2-D, so a missing second dimension means the shape changed -> reject."
"core/MMtrace.c","931","rank-scan","g_vartbl[found].dims[2] != 0","!DimIsEnd(RAW_DIM(g_vartbl[found], 2))","re_resolve_locals: a third dimension now present -> reject."
"core/MMtrace.c","945","is-array-test","g_vartbl[found].dims[0] != 0","DimIsAllocated(RAW_DIM(g_vartbl[found], 0))","re_resolve_locals, plain scalar ops: re-resolved variable must not have become an array."
"core/MMtrace.c","2547","bounds-check","int64_t hi = g_vartbl[vi].dims[0];","int64_t hi = DimUpper(RAW_DIM(g_vartbl[vi], 0));","replay OP_LOAD_*_NBR_AIDX1: hi is used only as the inclusive upper bound in 'iv > hi'."
"core/MMtrace.c","2562","bounds-check","int64_t hi = g_vartbl[vi].dims[0];","int64_t hi = DimUpper(RAW_DIM(g_vartbl[vi], 0));","replay OP_LOAD_*_INT_AIDX1: inclusive upper bound for the index check."
"core/MMtrace.c","2580","bounds-check","int64_t hi0 = g_vartbl[vi].dims[0];","int64_t hi0 = DimUpper(RAW_DIM(g_vartbl[vi], 0));","replay OP_LOAD_*_NBR_AIDX2: bound for index i, and feeds 'stride = hi0 + 1 - g_OptionBase'."
"core/MMtrace.c","2581","bounds-check","int64_t hi1 = g_vartbl[vi].dims[1];","int64_t hi1 = DimUpper(RAW_DIM(g_vartbl[vi], 1));","replay OP_LOAD_*_NBR_AIDX2: bound for index j."
"core/MMtrace.c","2602","bounds-check","int64_t hi0 = g_vartbl[vi].dims[0];","int64_t hi0 = DimUpper(RAW_DIM(g_vartbl[vi], 0));","replay OP_LOAD_*_INT_AIDX2: bound for index i, and feeds the stride expression."
"core/MMtrace.c","2603","bounds-check","int64_t hi1 = g_vartbl[vi].dims[1];","int64_t hi1 = DimUpper(RAW_DIM(g_vartbl[vi], 1));","replay OP_LOAD_*_INT_AIDX2: bound for index j."
"core/MMtrace.c","2952","bounds-check","int64_t hi = g_vartbl[vi].dims[0];","int64_t hi = DimUpper(RAW_DIM(g_vartbl[vi], 0));","replay OP_STORE_*_NBR_AIDX1: inclusive upper bound for the index check."
"core/MMtrace.c","2967","bounds-check","int64_t hi = g_vartbl[vi].dims[0];","int64_t hi = DimUpper(RAW_DIM(g_vartbl[vi], 0));","replay OP_STORE_*_INT_AIDX1: inclusive upper bound for the index check."
"core/MMtrace.c","2986","bounds-check","int64_t hi0 = g_vartbl[vi].dims[0];","int64_t hi0 = DimUpper(RAW_DIM(g_vartbl[vi], 0));","replay OP_STORE_*_NBR_AIDX2: bound for index i, and feeds the stride expression."
"core/MMtrace.c","2987","bounds-check","int64_t hi1 = g_vartbl[vi].dims[1];","int64_t hi1 = DimUpper(RAW_DIM(g_vartbl[vi], 1));","replay OP_STORE_*_NBR_AIDX2: bound for index j."
"core/MMtrace.c","3008","bounds-check","int64_t hi0 = g_vartbl[vi].dims[0];","int64_t hi0 = DimUpper(RAW_DIM(g_vartbl[vi], 0));","replay OP_STORE_*_INT_AIDX2: bound for index i, and feeds the stride expression."
"core/MMtrace.c","3009","bounds-check","int64_t hi1 = g_vartbl[vi].dims[1];","int64_t hi1 = DimUpper(RAW_DIM(g_vartbl[vi], 1));","replay OP_STORE_*_INT_AIDX2: bound for index j."
"core/MMtrace.c","3733","is-array-test","g_vartbl[j].dims[0] != 0","DimIsAllocated(RAW_DIM(g_vartbl[j], 0))","TraceCacheTryInc loop-variable re-resolve: skip array entries when hunting the scalar loop variable."
"core/MMtrace.c","3764","is-array-test","g_vartbl[j].dims[0] != 0","DimIsAllocated(RAW_DIM(g_vartbl[j], 0))","TraceCacheTryInc STEP-variable re-resolve: same array skip."
"graphics/DrawInternal.h","132","is-array-test","g_vartbl[g_VarIndex].dims[0] <= 0","!DimIsRealArray(RAW_DIM(g_vartbl[g_VarIndex], 0))","getargaddress(): decides the argument is a plain scalar (not a real array) and returns n=1. Table-sanctioned mapping for '<= 0'; expands to !((d) > 0), identical to (d) <= 0."
"graphics/DrawInternal.h","140","element-count","g_vartbl[g_VarIndex].dims[0] + 1 - g_OptionBase","DimElements(RAW_DIM(g_vartbl[g_VarIndex], 0))","Element count of the (1-D) numeric array argument when the caller passed *n == 0 (take the whole array). Exact '+ 1 - g_OptionBase' form."
"graphics/DrawInternal.h","142","element-count","(g_vartbl[g_VarIndex].dims[0] + 1 - g_OptionBase)","(DimElements(RAW_DIM(g_vartbl[g_VarIndex], 0)))","The true-arm of the same ternary on line 142 (min of array length and requested count)."
"graphics/DrawInternal.h","142","element-count","(g_vartbl[g_VarIndex].dims[0] + 1 - g_OptionBase) < *n","(DimElements(RAW_DIM(g_vartbl[g_VarIndex], 0))) < *n","Same element count, used as the left operand of the min() against the caller's requested count. Outer parens preserved."
"graphics/DrawInternal.h","161","rank-scan","g_vartbl[g_VarIndex].dims[1] != 0","!DimIsEnd(RAW_DIM(g_vartbl[g_VarIndex], 1))","Rejects arrays with a second dimension (StandardError(6), 2-D not supported) - i.e. 'another dimension exists'."
"graphics/DrawInternal.h","214","element-count","g_vartbl[g_VarIndex].dims[0] + 1 - g_OptionBase","DimElements(RAW_DIM(g_vartbl[g_VarIndex], 0))","STRUCTENABLED branch: element count of a struct array accessed as points().member when the caller passed *n == 0."
"graphics/DrawInternal.h","216","element-count","(g_vartbl[g_VarIndex].dims[0] + 1 - g_OptionBase)","(DimElements(RAW_DIM(g_vartbl[g_VarIndex], 0)))","True-arm of the same ternary on line 216."
"graphics/DrawInternal.h","216","element-count","(g_vartbl[g_VarIndex].dims[0] + 1 - g_OptionBase) < *n","(DimElements(RAW_DIM(g_vartbl[g_VarIndex], 0))) < *n","Struct-array element count as the left operand of the min() against the caller's requested count."
"graphics/DrawInternal.h","219","rank-scan","g_vartbl[g_VarIndex].dims[1] != 0","!DimIsEnd(RAW_DIM(g_vartbl[g_VarIndex], 1))","Struct branch: rejects 2-D struct arrays (StandardError(6)) - 'another dimension exists'. Text is identical to line 161 so the edit was anchored on the preceding comment."
"io/Audio.c","2479","is-array-test","g_vartbl[g_VarIndex].dims[0] != 0","DimIsAllocated(RAW_DIM(g_vartbl[g_VarIndex], 0))","PLAY STREAM, argument 2: after findvar(V_FIND|V_EMPTY_OK|V_NOFIND_ERR) the code rejects the variable if it is an array (or an unbound empty array parameter), because streamreadpointer must point at a plain integer scalar. Meaning is 'is an array / owns heap', so DimIsAllocated on slot 0; expansion ((d) != 0) is textually equivalent."
"io/Audio.c","2488","is-array-test","g_vartbl[g_VarIndex].dims[0] != 0","DimIsAllocated(RAW_DIM(g_vartbl[g_VarIndex], 0))","PLAY STREAM, argument 3: identical guard for streamwritepointer - rejects an array/array-parameter so only a scalar integer variable is accepted. DimIsAllocated on slot 0, expansion identical to the original != 0 test."
"misc/Custom.c","1220","is-array-test","g_vartbl[g_VarIndex].dims[0] > 0","DimIsRealArray(RAW_DIM(g_vartbl[g_VarIndex], 0))","PIO READ: target must be a real integer array (excludes scalar 0 and unbound empty param -1) before the FIFO drain writes into it."
"misc/Custom.c","1220","rank-scan","g_vartbl[g_VarIndex].dims[1] == 0","DimIsEnd(RAW_DIM(g_vartbl[g_VarIndex], 1))","PIO READ: second dimension slot must terminate, i.e. the array is one-dimensional."
"misc/Custom.c","1222","element-count","(g_vartbl[g_VarIndex].dims[0] + 1 - g_OptionBase)","(DimElements(RAW_DIM(g_vartbl[g_VarIndex], 0)))","PIO READ bounds check: total element count of the 1-D array, compared against the write offset plus nbr. Text is exactly upper bound + 1 - OPTION BASE, so DimElements is the faithful choice."
"misc/Custom.c","1225","scalar-test","g_vartbl[g_VarIndex].dims[0] == 0","DimIsScalar(RAW_DIM(g_vartbl[g_VarIndex], 0))","PIO READ: the alternative accepted form is a plain (non-array) integer variable with nbr == 1."
"misc/Custom.c","2249","scalar-test","g_vartbl[g_VarIndex].dims[0] == 0","DimIsScalar(RAW_DIM(g_vartbl[g_VarIndex], 0))","PIO MAKE RING BUFFER: the named variable must currently be a plain global integer scalar before it is repurposed as a ring buffer."
"misc/Custom.c","2253","assignment","g_vartbl[g_VarIndex].dims[0] = size / 8 - 1 + g_OptionBase;","RAW_DIM(g_vartbl[g_VarIndex], 0) = size / 8 - 1 + g_OptionBase;","PIO MAKE RING BUFFER: writes a synthetic upper bound into slot 0 so the scalar now presents as an integer array covering the allocated buffer. Raw stored write."
"misc/Custom.c","3058","rank-scan","g_vartbl[g_VarIndex].dims[1] != 0","!DimIsEnd(RAW_DIM(g_vartbl[g_VarIndex], 1))","JSON$: rejects a multi-dimensional source array (a second dimension is present)."
"misc/Custom.c","3060","is-array-test","g_vartbl[g_VarIndex].dims[0] <= 0","!DimIsRealArray(RAW_DIM(g_vartbl[g_VarIndex], 0))","JSON$: source must be a real array; the existing in-code comment on this branch is ""Not an array"". Catches scalar (0) and unbound empty param (-1)."
"misc/Custom.c","3074","fragile-minus-base","(int64_t)(g_vartbl[g_VarIndex].dims[0] - g_OptionBase) * 8","(int64_t)(DimUpper(RAW_DIM(g_vartbl[g_VarIndex], 0)) - g_OptionBase) * 8","JSON$ capacity clamp: bytes available AFTER dest[0] (the LongString length word), i.e. deliberately DimElements() - 1. No '+ 1' in the source text, so NOT DimElements; converted to DimUpper minus base to stay textually identical."
"misc/FileIO.c","7153","rank-scan","g_vartbl[g_VarIndex].dims[j] != 0","!DimIsEnd(RAW_DIM(g_vartbl[g_VarIndex], j))","VAR RESTORE: loop condition walking the dimension table to count the rank of an array being restored from flash; the test means 'another dimension present', so DimIsEnd negated, not DimIsAllocated."
"misc/FileIO.c","7154","element-count","(g_vartbl[g_VarIndex].dims[j] + 1 - g_OptionBase)","DimElements(RAW_DIM(g_vartbl[g_VarIndex], j))","VAR RESTORE: multiplies out the element count per dimension to recompute the expected saved byte size and compare it with the size stored in the flash record. Text is exactly upper bound + 1 - g_OptionBase, so DimElements is textually equivalent."
"misc/FileIO.c","7276","is-array-test","(g_vartbl[g_VarIndex].dims[0] != 0)","DimIsAllocated(RAW_DIM(g_vartbl[g_VarIndex], 0))","VAR SAVE: sets the local 'array' flag, which also drives the 0x80 top bit written into the saved type byte. Slot 0 non-zero means array or array parameter, hence DimIsAllocated. Redundant outer parens dropped; the macro supplies its own."
"misc/FileIO.c","7281","rank-scan","g_vartbl[g_VarIndex].dims[j] != 0","!DimIsEnd(RAW_DIM(g_vartbl[g_VarIndex], j))","VAR SAVE: same dimension-table walk as line 7153, counting the rank of the array being written to flash."
"misc/FileIO.c","7282","element-count","(g_vartbl[g_VarIndex].dims[j] + 1 - g_OptionBase)","DimElements(RAW_DIM(g_vartbl[g_VarIndex], j))","VAR SAVE: total element count of the array, later scaled by element size to decide how many bytes to write to flash. Same exact + 1 - g_OptionBase form as line 7154."
"net/MMTCPclient.c","748","is-array-test","g_vartbl[g_VarIndex].dims[0] != 0","DimIsAllocated(RAW_DIM(g_vartbl[g_VarIndex], 0))","TCP CLIENT STREAM: argv[4] must be a plain integer scalar; the variable just resolved by findvar is rejected with ""Argument 3 must be an integer"" if dims[0] is non-zero, i.e. it is an array or an array parameter. Expansion is textually identical to the original."
"net/MMTCPclient.c","757","is-array-test","g_vartbl[g_VarIndex].dims[0] != 0","DimIsAllocated(RAW_DIM(g_vartbl[g_VarIndex], 0))","Same test one argument later: argv[6] must be a plain integer scalar, rejected with ""Argument 4 must be an integer"" if dims[0] is non-zero. DimIsAllocated for the same reason."
"net/MMtcpserver.c","832","rank-scan","g_vartbl[g_VarIndex].dims[1] != 0","!DimIsEnd(RAW_DIM(g_vartbl[g_VarIndex], 1))","TCP READ: rejects the destination integer array (StandardError(6), ""Invalid variable"") if a second dimension is present, i.e. only 1-D arrays are accepted. Tests slot 1 for ""another dimension exists"", so DimIsEnd negated."
"net/MMtcpserver.c","834","is-array-test","g_vartbl[g_VarIndex].dims[0] <= 0","!DimIsRealArray(RAW_DIM(g_vartbl[g_VarIndex], 0))","TCP READ: ""Not an array"" guard on the destination variable (comment on the very next line says so). <= 0 means neither a real dimension nor the -1 unbound-parameter case, which maps exactly to !DimIsRealArray."
"net/MMtcpserver.c","838","element-count","size = (g_vartbl[g_VarIndex].dims[0] - g_OptionBase + 1) * 8;","size = (DimUpper(RAW_DIM(g_vartbl[g_VarIndex], 0)) - g_OptionBase + 1) * 8;","TCP READ: byte size of the destination 64-bit integer array = element count * 8. This is upper bound + 1 - OPTION BASE but written as '- g_OptionBase + 1', so per the brief the original operand order is preserved with DimUpper() rather than folded into DimElements()."
"net/MMtcpserver.c","871","fragile-minus-base","//                int j=(g_vartbl[g_VarIndex].dims[0] - g_OptionBase);","//                int j=(DimUpper(RAW_DIM(g_vartbl[g_VarIndex], 0)) - g_OptionBase);","Commented-out dead code inside TCP SEND (a leftover length calculation, superseded by parseintegerarray + dest[0]). Converted only so the file greps clean; zero code impact. It is '- g_OptionBase' with NO '+ 1', so it is deliberately NOT DimElements - written as DimUpper(...) - g_OptionBase."
"net/WiFi.c","546","rank-scan","g_vartbl[g_VarIndex].dims[1] != 0","!DimIsEnd(RAW_DIM(g_vartbl[g_VarIndex], 1))","WEB SCAN target must be a one-dimensional INTEGER array; this rejects it (StandardError(6)) if a second dimension is present, i.e. it asks 'is there another dimension after 0'."
"net/WiFi.c","548","is-array-test","g_vartbl[g_VarIndex].dims[0] <= 0","!DimIsRealArray(RAW_DIM(g_vartbl[g_VarIndex], 0))","In-source comment says 'Not an array' ??? rejects a scalar (0) and also an unbound empty parameter (-1) via the <= 0 arithmetic. Mapped per the conversion table's `<= 0` -> !DimIsRealArray row; expansion is textually equivalent."
"net/WiFi.c","552","fragile-minus-base","(g_vartbl[g_VarIndex].dims[0] - g_OptionBase) * 8","(DimUpper(RAW_DIM(g_vartbl[g_VarIndex], 0)) - g_OptionBase) * 8","Computes the byte size available for the scan result string: upper bound minus OPTION BASE, times 8 bytes per INTEGER element. There is NO `+ 1`, so this is one element short of DimElements ??? element 0 is reserved for the length written later at line 579. Kept as DimUpper() - g_OptionBase, not DimElements."
